sourcedata,id,endPosition,startPosition,type,word
新手长期服用盐酸多塞平片会让人发胖?,1140,16,15,疾病,发胖
有没有去掉盐酸多塞平片副作用的药?,1141,10,5,商品名,盐酸多塞平片
(疏肝益阳胶囊)与(盐酸多塞平片)可以同时吃吗?,1142,15,10,商品名,盐酸多塞平片
(疏肝益阳胶囊)与(盐酸多塞平片)可以同时吃吗?,1142,6,1,商品名,疏肝益阳胶囊
"盐酸多塞平片副作用大吗?注意什么啊,怎么好啊求医生支招",1143,5,0,商品名,盐酸多塞平片
茴三硫片和茴三硫胶囊哪个好?,1144,3,0,商品名,茴三硫片
茴三硫片和茴三硫胶囊哪个好?,1144,9,5,商品名,茴三硫胶囊
求茴三硫胶囊药品说明书,1145,5,1,商品名,茴三硫胶囊
乙酰吉他霉素含片用药注意事项有哪些?,1146,7,0,商品名,乙酰吉他霉素含片
辛伐他汀滴丸的药理毒理?,1147,5,0,商品名,辛伐他汀滴丸
求辛伐他汀滴丸说明书?,1148,6,1,商品名,辛伐他汀滴丸
辛伐他汀滴丸有何副作用?,1149,5,0,商品名,辛伐他汀滴丸
求辛伐他汀滴丸药品说明书,1150,6,1,商品名,辛伐他汀滴丸
长期服用辛伐他汀滴丸对心脏有损害吗,1151,9,4,商品名,辛伐他汀滴丸
剑之亭(辛伐他汀滴丸)治疗高血脂能长期服用吗?,1152,2,0,商品名,剑之亭
剑之亭(辛伐他汀滴丸)治疗高血脂能长期服用吗?,1152,15,13,疾病,高血脂
剑之亭(辛伐他汀滴丸)治疗高血脂能长期服用吗?,1152,9,4,商品名,辛伐他汀滴丸
藻酸双酯钠片有禁忌症?,1153,5,0,商品名,藻酸双酯钠片
服用藻酸双酯钠片有不良反应吗?,1154,7,2,商品名,藻酸双酯钠片
藻酸双酯钠片能治高血脂症吗?能长期服用吗?,1155,5,0,商品名,藻酸双酯钠片
藻酸双酯钠片能治高血脂症吗?能长期服用吗?,1155,11,8,疾病,高血脂症
求藻酸双酯钠片药品说明书,1156,6,1,商品名,藻酸双酯钠片
求硫酸庆大霉素肠溶片药品说明书,1157,9,1,商品名,硫酸庆大霉素肠溶片
颠茄片有副作用吗经常胃疼?,1158,2,0,商品名,颠茄片
颠茄片有副作用吗经常胃疼?,1158,11,10,疾病,胃疼
使用颠茄片不良反应有哪些?,1159,4,2,商品名,颠茄片
颠茄片的药理及应用有哪些?,1160,2,0,商品名,颠茄片
颠茄片不良反应有哪些?,1161,2,0,商品名,颠茄片
颠茄片有哪些注意事项?,1162,2,0,商品名,颠茄片
使用颠茄片需要注意什么呢?,1163,4,2,商品名,颠茄片
小孩服用颠茄片过量怎么办?,1164,6,4,商品名,颠茄片
小孩服用颠茄片过量怎么办?,1164,1,0,禁忌人群,小孩
铝镁颠茄片有哪些禁忌?,1165,4,0,商品名,铝镁颠茄片
铝镁颠茄片的不良反应有哪些?,1166,4,0,商品名,铝镁颠茄片
有没有副作用?吃颠茄片?,1167,10,8,商品名,颠茄片
服用颠茄片会出现不良反应吗?,1168,4,2,商品名,颠茄片
请问颠茄片和复方维U颠茄铋铝片是一样的吗?,1169,4,2,商品名,颠茄片
请问颠茄片和复方维U颠茄铋铝片是一样的吗?,1169,14,6,商品名,复方维U颠茄铋铝片
服用铝镁颠茄片有哪些注意事项?,1170,6,2,商品名,铝镁颠茄片
铝镁颠茄片的主要成分是什么?,1171,4,0,商品名,铝镁颠茄片
求铝镁颠茄片药品说明书,1172,5,1,商品名,铝镁颠茄片
求烟酰胺葡萄糖注射液药品说明书,1173,9,1,商品名,烟酰胺葡萄糖注射液
求葡醛酸钠注射液药品说明书,1174,7,1,商品名,葡醛酸钠注射液
奋乃静片的注意事项是?,1175,3,0,商品名,奋乃静片
奋乃静片的性状如何?,1176,3,0,商品名,奋乃静片
奋乃静片有何禁忌?,1177,3,0,商品名,奋乃静片
奋乃静片的成份是?,1178,3,0,商品名,奋乃静片
奋乃静片的不良反应是?,1179,3,0,商品名,奋乃静片
奋乃静片的用法用量是?,1180,3,0,商品名,奋乃静片
奋乃静片服用过量症状是?,1181,3,0,商品名,奋乃静片
奋乃静片的老年用药注意事项是?,1182,3,0,商品名,奋乃静片
奋乃静片的老年用药注意事项是?,1182,6,5,禁忌人群,老年
奋乃静片的药理毒理作用是?,1183,3,0,商品名,奋乃静片
长期服用奋乃静片和盐酸笨海索片对人体有多大危害?,1184,7,4,商品名,奋乃静片
长期服用奋乃静片和盐酸笨海索片对人体有多大危害?,1184,14,9,商品名,盐酸笨海索片
奋乃静片的孕妇及哺乳期妇女用药注意事项是?,1185,3,0,商品名,奋乃静片
奋乃静片的孕妇及哺乳期妇女用药注意事项是?,1185,6,5,禁忌人群,孕妇
奋乃静片的孕妇及哺乳期妇女用药注意事项是?,1185,12,8,禁忌人群,哺乳期妇女
盐酸塞利洛尔胶囊禁忌是什么呢?,1186,7,0,商品名,盐酸塞利洛尔胶囊
求左羟丙哌嗪胶囊药品说明书,1187,7,1,商品名,左羟丙哌嗪胶囊
地红霉素肠溶胶囊的注意事项?,1188,7,0,商品名,地红霉素肠溶胶囊
醋酸钙片和醋酸钙颗粒作用一样吗药理作?,1189,3,0,商品名,醋酸钙片
醋酸钙片和醋酸钙颗粒作用一样吗药理作?,1189,9,5,商品名,醋酸钙颗粒
长期吃阿魏酸钠片能去斑吗?,1190,7,3,商品名,阿魏酸钠片
阿魏酸钠片是什么成分?,1191,4,0,商品名,阿魏酸钠片
求阿魏酸钠片药品说明书,1192,5,1,商品名,阿魏酸钠片
爱普列特片有哪些注意事项?,1193,4,0,商品名,爱普列特片
"听人说爱普列特片是西药,有很多副作用的",1194,10,9,药物类别,西药
"听人说爱普列特片是西药,有很多副作用的",1194,7,3,商品名,爱普列特片
服用爱普列特片有哪些注意事项?,1195,6,2,商品名,爱普列特片
爱普列特片注意事项,1196,4,0,商品名,爱普列特片
头孢克洛干混悬剂和阿奇霉素干混悬剂的作用一样吗?,1197,7,0,商品名,头孢克洛干混悬剂
头孢克洛干混悬剂和阿奇霉素干混悬剂的作用一样吗?,1197,16,9,商品名,阿奇霉素干混悬剂
头孢克洛干混悬剂和头孢克洛肟颗粒是一样的吗?,1198,7,0,商品名,头孢克洛干混悬剂
头孢克洛干混悬剂和头孢克洛肟颗粒是一样的吗?,1198,15,9,商品名,头孢克洛肟颗粒
宝宝吃头孢克洛干混悬剂过量了怎么办?,1199,10,3,商品名,头孢克洛干混悬剂
宝宝吃头孢克洛干混悬剂过量了怎么办?,1199,1,0,禁忌人群,宝宝
头孢克洛干混悬剂与投保丙烯颗粒一样吗,1200,7,0,商品名,头孢克洛干混悬剂
头孢克洛干混悬剂与投保丙烯颗粒一样吗,1200,14,9,商品名,投保丙烯颗粒
头孢克洛干混悬剂和阿莫西林作用一样?,1201,7,0,商品名,头孢克洛干混悬剂
注射用促肝细胞生长素的用量用法是什么?,1202,9,0,商品名,注射用促肝细胞生长素
氯硝西泮片的副作用大么?,1203,4,0,商品名,氯硝西泮片
氯硝西泮片有哪些副作用?,1204,4,0,商品名,氯硝西泮片
为?氯硝西泮片能长期服用么?,1205,6,2,商品名,氯硝西泮片
氯硝西泮片与左匹克隆片哪一个副作用少一些?,1206,4,0,商品名,氯硝西泮片
氯硝西泮片与左匹克隆片哪一个副作用少一些?,1206,10,6,商品名,左匹克隆片
氯硝西泮片副作用是什么?,1207,4,0,商品名,氯硝西泮片
高热惊厥用什么药?,5856,3,0,疾病,高热惊厥
咳嗽有痰吃什么药好得快?,5924,1,0,疾病,咳嗽
咳嗽有痰吃什么药好得快?,5924,3,2,疾病,有痰
感冒嗓子痒咳嗽有痰吃什么药?,5968,1,0,疾病,感冒
感冒嗓子痒咳嗽有痰吃什么药?,5968,6,5,疾病,咳嗽
感冒嗓子痒咳嗽有痰吃什么药?,5968,4,2,疾病,嗓子痒
慢性肠炎吃什么药调理?,6100,3,0,疾病,慢性肠炎
"医生你好:鼻息肉吃什么药好,要做手术吗?",6073,7,5,疾病,鼻息肉
"专家解答:胸痛、胸闷、心慌、心跳慢、血压高,怎么治疗?",5913,6,5,疾病,胸痛
"专家解答:胸痛、胸闷、心慌、心跳慢、血压高,怎么治疗?",5913,9,8,疾病,胸闷
"专家解答:胸痛、胸闷、心慌、心跳慢、血压高,怎么治疗?",5913,12,11,疾病,心慌
"专家解答:胸痛、胸闷、心慌、心跳慢、血压高,怎么治疗?",5913,20,18,疾病,血压高
"专家解答:胸痛、胸闷、心慌、心跳慢、血压高,怎么治疗?",5913,16,14,疾病,心跳慢
得了牛皮癣用什么药最好?,5833,4,2,疾病,牛皮癣
心脏跳的快吃什么药好?,6177,4,0,疾病,心脏跳的快
"鼻息肉,吃什么药比较好?",6072,2,0,疾病,鼻息肉
孩子咳嗽没有痰吃什么药?,5941,3,2,疾病,咳嗽
孩子咳嗽没有痰吃什么药?,5941,1,0,禁忌人群,孩子
孩子咳嗽没有痰吃什么药?,5941,6,4,疾病,没有痰
咳嗽有清痰吃什么药?,5930,1,0,疾病,咳嗽
咳嗽有清痰吃什么药?,5930,4,3,疾病,清痰
最新治疗牛皮癣的药?,5847,6,4,疾病,牛皮癣
鼻息肉1年吃什么药可抑制??,6076,2,0,疾病,鼻息肉
"症状:怕冷,肌肉酸痛,全身燥热,头胀头昏头疼,全身无力,吃欲不振。像这样的感冒吃什么药好呢?",5823,4,3,疾病,怕冷
"症状:怕冷,肌肉酸痛,全身燥热,头胀头昏头疼,全身无力,吃欲不振。像这样的感冒吃什么药好呢?",5823,9,6,疾病,肌肉酸痛
"症状:怕冷,肌肉酸痛,全身燥热,头胀头昏头疼,全身无力,吃欲不振。像这样的感冒吃什么药好呢?",5823,14,11,疾病,全身燥热
"症状:怕冷,肌肉酸痛,全身燥热,头胀头昏头疼,全身无力,吃欲不振。像这样的感冒吃什么药好呢?",5823,19,18,疾病,头昏
"症状:怕冷,肌肉酸痛,全身燥热,头胀头昏头疼,全身无力,吃欲不振。像这样的感冒吃什么药好呢?",5823,21,20,疾病,头疼
"症状:怕冷,肌肉酸痛,全身燥热,头胀头昏头疼,全身无力,吃欲不振。像这样的感冒吃什么药好呢?",5823,26,23,疾病,全身无力
"症状:怕冷,肌肉酸痛,全身燥热,头胀头昏头疼,全身无力,吃欲不振。像这样的感冒吃什么药好呢?",5823,38,37,疾病,感冒
"症状:怕冷,肌肉酸痛,全身燥热,头胀头昏头疼,全身无力,吃欲不振。像这样的感冒吃什么药好呢?",5823,17,16,疾病,头胀
"症状:怕冷,肌肉酸痛,全身燥热,头胀头昏头疼,全身无力,吃欲不振。像这样的感冒吃什么药好呢?",5823,31,28,疾病,吃欲不振
酒精肝硬化吃什么药呢?,6093,4,0,疾病,酒精肝硬化
脑囊虫吃什么药?,6085,2,0,疾病,脑囊虫
"晚上咳嗽有黄痰,该吃什么药物",5997,3,2,疾病,咳嗽
"晚上咳嗽有黄痰,该吃什么药物",5997,6,5,疾病,黄痰
"你好,慢性肠炎吃什么药好呢?",6101,6,3,疾病,慢性肠炎
咳嗽喉咙有痰吃什么药?,5936,1,0,疾病,咳嗽
咳嗽喉咙有痰吃什么药?,5936,5,4,疾病,有痰
"尿频尿急,吃什么药好?",6146,3,2,疾病,尿急
"尿频尿急,吃什么药好?",6146,1,0,疾病,尿频
"鼻息肉吃什么药呢,如果不做手术的话?",6070,2,0,疾病,鼻息肉
肾动脉狭窄引起的高血压吃什么药好?,6055,4,0,疾病,肾动脉狭窄
肾动脉狭窄引起的高血压吃什么药好?,6055,10,8,疾病,高血压
"接种森林脑炎疫苗后,能否服治神经痛药?",6016,16,14,疾病,神经痛
"接种森林脑炎疫苗后,能否服治神经痛药?",6016,7,2,商品名,森林脑炎疫苗
胃胀气慢性肠炎吃什么药?,6099,2,0,疾病,胃胀气
胃胀气慢性肠炎吃什么药?,6099,6,3,疾病,慢性肠炎
用什么药可以治好牛皮癣?,5851,10,8,疾病,牛皮癣
推荐尿频尿急吃什么药最好?,6164,5,4,疾病,尿急
推荐尿频尿急吃什么药最好?,6164,3,2,疾病,尿频
有什么药可以降低高血压的?,5898,10,8,疾病,高血压
孕期咳嗽有痰吃什么药?,5939,3,2,疾病,咳嗽
孕期咳嗽有痰吃什么药?,5939,1,0,禁忌人群,孕期
孕期咳嗽有痰吃什么药?,5939,5,4,疾病,有痰
"慢性肠炎,喝凉风就拉肚子该吃什么药?",6111,3,0,疾病,慢性肠炎
"慢性肠炎,喝凉风就拉肚子该吃什么药?",6111,11,9,疾病,拉肚子
宝宝咳嗽有痰吃什么药好?,5958,3,2,疾病,咳嗽
宝宝咳嗽有痰吃什么药好?,5958,5,4,疾病,有痰
宝宝咳嗽有痰吃什么药好?,5958,1,0,禁忌人群,宝宝
感冒咳嗽痰多吃什么药?,5931,3,0,疾病,感冒咳嗽
感冒咳嗽痰多吃什么药?,5931,5,4,疾病,痰多
病毒性发热吃什么药?,5902,4,0,疾病,病毒性发热
尿频尿急尿不净吃什么药最快见效?,6156,3,2,疾病,尿急
尿频尿急尿不净吃什么药最快见效?,6156,1,0,疾病,尿频
尿频尿急尿不净吃什么药最快见效?,6156,6,4,疾病,尿不净
儿童厌食症吃什么药?,6206,4,2,疾病,厌食症
儿童厌食症吃什么药?,6206,1,0,禁忌人群,儿童
溃疡性结肠炎吃什么药最好?,6082,5,0,疾病,溃疡性结肠炎
牛皮癣缓解吃什么药?,5834,2,0,疾病,牛皮癣
糖尿病可以什么西药,5804,2,0,疾病,糖尿病
早晚干咳嗽无痰吃什么药?,5976,6,5,疾病,无痰
早晚干咳嗽无痰吃什么药?,5976,4,2,疾病,干咳嗽
面部毛细血管扩张可以吃抗过敏药吗?,5869,7,0,疾病,面部毛细血管扩张
面部毛细血管扩张可以吃抗过敏药吗?,5869,14,11,药物类别,抗过敏药
心慌心跳吃什么药好?,6000,1,0,疾病,心慌
"淋巴结炎全身症状消退,颌下2cm结未退,需要长期服消炎药吗?",5826,3,0,疾病,淋巴结炎
"淋巴结炎全身症状消退,颌下2cm结未退,需要长期服消炎药吗?",5826,7,4,疾病,全身症状
"淋巴结炎全身症状消退,颌下2cm结未退,需要长期服消炎药吗?",5826,27,25,药物类别,消炎药
尿频尿急吃什么药女?,6153,3,2,疾病,尿急
尿频尿急吃什么药女?,6153,1,0,疾病,尿频
孕妇霉菌性阴炎的症状用什么药?,6027,1,0,禁忌人群,孕妇
孕妇霉菌性阴炎的症状用什么药?,6027,6,2,疾病,霉菌性阴炎
两岁咳嗽有痰吃什么药?,5955,3,2,疾病,咳嗽
两岁咳嗽有痰吃什么药?,5955,1,0,禁忌人群,两岁
两岁咳嗽有痰吃什么药?,5955,5,4,疾病,有痰
颈椎引起的心慌呼吸加快怎么治?,5998,6,5,疾病,心慌
颈椎引起的心慌呼吸加快怎么治?,5998,10,7,疾病,呼吸加快
女性尿频尿急吃什么药?,6149,5,4,疾病,尿急
女性尿频尿急吃什么药?,6149,3,2,疾病,尿频
"老人头脑萎缩,吃什么药才能够缓解?",6038,5,3,疾病,脑萎缩
"老人头脑萎缩,吃什么药才能够缓解?",6038,1,0,禁忌人群,老人
心脏病人不能吃什么感冒药?,6043,2,0,疾病,心脏病
心脏病人不能吃什么感冒药?,6043,11,9,药物类别,感冒药
病毒性感冒咳嗽厉害有痰吃什么药呢?,5987,4,0,疾病,病毒性感冒
病毒性感冒咳嗽厉害有痰吃什么药呢?,5987,6,5,疾病,咳嗽
病毒性感冒咳嗽厉害有痰吃什么药呢?,5987,10,9,疾病,有痰
心动过速吃什么药好?,6175,3,0,疾病,心动过速
慢性肠炎吃什么药益生菌管用吗?,6095,3,0,疾病,慢性肠炎
临界高血压需要要吃药吗,5811,4,2,疾病,高血压
最近半个月老人咳嗽白痰吃什么药?,5944,8,7,疾病,咳嗽
最近半个月老人咳嗽白痰吃什么药?,5944,6,5,禁忌人群,老人
最近半个月老人咳嗽白痰吃什么药?,5944,10,9,疾病,白痰
肌萎缩有什么特效药吗?,5815,2,0,疾病,肌萎缩
尿频尿急尿痛吃什么药?,6159,3,2,疾病,尿急
尿频尿急尿痛吃什么药?,6159,5,4,疾病,尿痛
尿频尿急尿痛吃什么药?,6159,1,0,疾病,尿频
"专家解答:胸痛、胸闷、心慌、心跳慢、血压高,吃什么药好?",5912,6,5,疾病,胸痛
"专家解答:胸痛、胸闷、心慌、心跳慢、血压高,吃什么药好?",5912,9,8,疾病,胸闷
"专家解答:胸痛、胸闷、心慌、心跳慢、血压高,吃什么药好?",5912,12,11,疾病,心慌
"专家解答:胸痛、胸闷、心慌、心跳慢、血压高,吃什么药好?",5912,20,18,疾病,血压高
"专家解答:胸痛、胸闷、心慌、心跳慢、血压高,吃什么药好?",5912,16,14,疾病,心跳慢
金华治疗尖锐湿疣特效药?,5892,7,4,疾病,尖锐湿疣
胃肠道湿热需吃哪些药来治疗呢?,5885,4,0,疾病,胃肠道湿热
感冒咳嗽嗓子有痰吃什么药好的快点?,5965,3,0,疾病,感冒咳嗽
感冒咳嗽嗓子有痰吃什么药好的快点?,5965,7,4,疾病,嗓子有痰
尿频尿急尿不尽男性吃什么药?,6155,3,2,疾病,尿急
尿频尿急尿不尽男性吃什么药?,6155,6,4,疾病,尿不尽
尿频尿急尿不尽男性吃什么药?,6155,1,0,疾病,尿频
"我的爱人有溶血性贫血病,这病有药能治吗?",6010,9,5,疾病,溶血性贫血
牛皮癣用优亭泽康能涂吗?是不是激素药?,5840,2,0,疾病,牛皮癣
牛皮癣用优亭泽康能涂吗?是不是激素药?,5840,7,4,商品名,优亭泽康
牛皮癣用优亭泽康能涂吗?是不是激素药?,5840,17,15,药物类别,激素药
尿频尿急吃什么药最快见效?,6154,3,2,疾病,尿急
尿频尿急吃什么药最快见效?,6154,1,0,疾病,尿频
支气管痉挛咳嗽怎么办?,5919,4,0,疾病,支气管痉挛
支气管痉挛咳嗽怎么办?,5919,6,5,疾病,咳嗽
紧张时手抖吃什么药?,6198,1,0,疾病,紧张
紧张时手抖吃什么药?,6198,4,3,疾病,手抖
徐州治疗性病药?,5891,5,4,疾病,性病
腹痛腹胀慢性肠炎吃什么药好??????,6102,1,0,疾病,腹痛
腹痛腹胀慢性肠炎吃什么药好??????,6102,7,4,疾病,慢性肠炎
腹痛腹胀慢性肠炎吃什么药好??????,6102,3,2,疾病,腹胀
肚子不消化吃什么药?,6195,4,0,疾病,肚子不消化
"脑炎患者康复期患者,用什么药恢复好?",6013,1,0,疾病,脑炎
三磷酸腺苷外用孕妇能用吗?,6032,8,7,禁忌人群,孕妇
变异型心绞痛不宜选用的药物是?,6068,5,0,疾病,变异型心绞痛
病毒性感冒引起的咳嗽吃什么药?,5991,9,8,疾病,咳嗽
病毒性感冒引起的咳嗽吃什么药?,5991,4,0,疾病,病毒性感冒
胃幽门螺旋杆菌感染吃什么药?,6125,8,0,疾病,胃幽门螺旋杆菌感染
推荐重庆治疗牛皮癣的药?,5850,8,6,疾病,牛皮癣
心肌缺血吃什么药?,6174,3,0,疾病,心肌缺血
感染幽门螺旋杆菌吃什么药?,6122,7,0,疾病,感染幽门螺旋杆菌
"肝功能异常的高血压患者,如何选用降压药?",6061,4,0,疾病,肝功能异常
"肝功能异常的高血压患者,如何选用降压药?",6061,8,6,疾病,高血压
"肝功能异常的高血压患者,如何选用降压药?",6061,18,16,药物类别,降压药
鼻涕黄粘稠吃什么药?,6203,4,0,疾病,鼻涕黄粘稠
什么妇科病吃了药会大出血?,5884,11,9,疾病,大出血
贫血病需要吃什么药?该注意一些什么?,6008,2,0,疾病,贫血病
厌食症吃什么药能治好?,6208,2,0,疾病,厌食症
治咳嗽的药有哪些?,5918,2,1,疾病,咳嗽
高胆固醇血症吃什么药?,6087,5,0,疾病,高胆固醇血症
血热皮肤痒吃什么药?,6165,4,2,疾病,皮肤痒
血热皮肤痒吃什么药?,6165,1,0,疾病,血热
胸闷心跳吃什么药?,6178,1,0,疾病,胸闷
"高血压,肺心病,阵发性室上性心动过速、右束支阻滞,请问医生服用什么药好?",6062,2,0,疾病,高血压
"高血压,肺心病,阵发性室上性心动过速、右束支阻滞,请问医生服用什么药好?",6062,6,4,疾病,肺心病
"高血压,肺心病,阵发性室上性心动过速、右束支阻滞,请问医生服用什么药好?",6062,17,8,疾病,阵发性室上性心动过速
"高血压,肺心病,阵发性室上性心动过速、右束支阻滞,请问医生服用什么药好?",6062,23,19,疾病,右束支阻滞
吃什么东西都有反胃现象。要吃什么药?,6187,8,7,疾病,反胃
宝贝厌食吃什么药?,6207,3,2,疾病,厌食
宝贝厌食吃什么药?,6207,1,0,禁忌人群,宝贝
"盆腔炎,念珠菌感染吃什么药??",6132,2,0,疾病,盆腔炎
"盆腔炎,念珠菌感染吃什么药??",6132,8,4,疾病,念珠菌感染
